ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6238641,HP323422,05/08/2008 12:37:00 AM,038XX W WASHINGTON BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,1122,011,28,26,04B,1150694,1900141,2008,02/28/2018 03:56:25 PM,41.881883453,-87.722115615,(41.881883453, -87.722115615)
2618639,HJ222584,03/06/2003 09:00:00 AM,093XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0413,004,8,48,14,1188419,1843454,2003,02/28/2018 03:56:25 PM,41.72550966,-87.585403058,(41.72550966, -87.585403058)
2295551,HH574475,08/12/2002 04:30:00 AM,006XX N TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1121,011,27,23,08B,1153266,1904027,2002,02/10/2018 03:50:01 PM,41.892496375,-87.71256799,(41.892496375, -87.71256799)
5789861,HN598617,09/19/2007 06:45:00 AM,037XX W BERTEAU AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1723,017,39,16,05,1150533,1927650,2007,02/28/2018 03:56:25 PM,41.957373784,-87.721986708,(41.957373784, -87.721986708)
7838138,HS649794,12/07/2010 12:53:00 PM,094XX S LA SALLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0634,006,21,49,05,1176942,1842324,2010,02/10/2018 03:50:01 PM,41.722674743,-87.627477413,(41.722674743, -87.627477413)
6619993,HP629955,10/16/2008 12:20:00 AM,0000X E ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,true,false,0132,001,2,32,18,1176859,1895074,2008,02/10/2018 03:50:01 PM,41.867427761,-87.626192049,(41.867427761, -87.626192049)
10768326,HZ533801,11/29/2016 04:45:00 PM,012XX W 32ND ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),false,false,0913,009,11,60,26,1168548,1883585,2016,02/10/2018 03:50:01 PM,41.836084749,-87.657034994,(41.836084749, -87.657034994)
4740211,HM351167,05/14/2006 11:45:00 PM,039XX N NORDICA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1632,016,38,17,26,1128357,1925445,2006,02/28/2018 03:56:25 PM,41.951728195,-87.803564214,(41.951728195, -87.803564214)
4889857,HM502779,07/27/2006 02:40:21 PM,003XX N LARAMIE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1532,015,28,25,08A,1141649,1901760,2006,02/28/2018 03:56:25 PM,41.88649816,-87.755289054,(41.88649816, -87.755289054)
3662511,HK714511,10/27/2004 09:10:00 PM,019XX N LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2535,025,26,22,18,1151401,1912707,2004,02/28/2018 03:56:25 PM,41.916351952,-87.719189192,(41.916351952, -87.719189192)
8683388,HV348400,06/22/2012 09:44:00 PM,045XX W MONROE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,011,28,26,16,1145905,1899273,2012,02/04/2016 06:33:39 AM,41.879593807,-87.739722962,(41.879593807, -87.739722962)
9548571,HX200615,07/17/2011 12:01:00 AM,065XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0312,003,20,69,11,1180043,1861816,2011,02/09/2018 03:44:29 PM,41.776092657,-87.615523266,(41.776092657, -87.615523266)
5221160,HN101297,01/01/2007 05:10:00 PM,071XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0735,007,17,67,08B,1166576,1857427,2007,02/28/2018 03:56:25 PM,41.764346519,-87.66501722,(41.764346519, -87.66501722)
5591396,HN397853,06/10/2007 10:30:00 PM,060XX W WABANSIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2513,025,29,25,07,1135970,1910678,2007,02/10/2018 03:50:01 PM,41.911073363,-87.775931306,(41.911073363, -87.775931306)
8548873,HV224824,04/02/2012 07:30:00 AM,126XX S CARONDOLET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0433,004,10,51,14,1198399,1821882,2012,02/04/2016 06:33:39 AM,41.666070243,-87.549565678,(41.666070243, -87.549565678)
6572258,HP641751,10/22/2008 01:26:00 PM,062XX S ROCKWELL ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,true,false,0825,008,15,66,24,1160113,1863128,2008,02/10/2018 03:50:01 PM,41.780126235,-87.688549222,(41.780126235, -87.688549222)
10646788,HZ397825,08/18/2016 07:21:00 PM,035XX W FRANKLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,1121,011,27,23,08B,1152583,1903103,2016,02/10/2018 03:50:01 PM,41.889974359,-87.715100836,(41.889974359, -87.715100836)
11135895,JA493788,10/31/2017 09:38:00 PM,052XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0932,009,16,61,14,1163910,1869908,2017,02/10/2018 03:50:01 PM,41.798652448,-87.674438283,(41.798652448, -87.674438283)
8047318,HT278855,05/03/2011 12:00:00 PM,011XX S HAMILTON AVE,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,1224,012,2,28,08B,1162121,1895023,2011,02/10/2018 03:50:01 PM,41.867608211,-87.680298775,(41.867608211, -87.680298775)
5623417,HN431599,06/26/2007 10:00:00 PM,004XX S GREEN ST,0810,THEFT,OVER $500,STREET,false,false,1213,012,2,28,06,1170794,1898330,2007,02/28/2018 03:56:25 PM,41.8764974,-87.648362037,(41.8764974, -87.648362037)
4504947,HL811402,12/26/2005 12:00:00 AM,007XX W GARFIELD BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0711,007,3,68,14,1172120,1868262,2005,02/28/2018 03:56:25 PM,41.793959011,-87.644378904,(41.793959011, -87.644378904)
3541839,HK618738,09/12/2004 02:30:00 AM,013XX W WOLFRAM ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1931,019,32,6,08B,1166780,1919036,2004,02/28/2018 03:56:25 PM,41.933402981,-87.662505533,(41.933402981, -87.662505533)
7327343,HS131278,01/21/2010 08:00:00 PM,114XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,BARBERSHOP,false,false,0531,005,9,49,03,1178869,1828944,2010,02/10/2018 03:50:01 PM,41.685914611,-87.620824569,(41.685914611, -87.620824569)
1572423,G321494,06/01/2001 01:00:00 PM,0000X S WABASH AV,0810,THEFT,OVER $500,STREET,false,false,0123,001,,,06,1176771,1900335,2001,08/17/2015 03:03:40 PM,41.881866245,-87.626356024,(41.881866245, -87.626356024)
1654255,G438276,07/25/2001 07:40:59 PM,003XX W 109 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,0513,005,,,04B,1175878,1832681,2001,08/17/2015 03:03:40 PM,41.696236862,-87.631662519,(41.696236862, -87.631662519)
5541413,HN351689,05/19/2007 05:25:09 AM,001XX N SANGAMON ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,OTHER,true,false,1212,012,27,28,24,1170076,1900969,2007,02/28/2018 03:56:25 PM,41.883754697,-87.650921237,(41.883754697, -87.650921237)
11120021,JA473303,10/13/2017 09:00:00 AM,051XX N DAMEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",false,false,2032,020,47,4,26,1162074,1934195,2017,02/10/2018 03:50:01 PM,41.975099794,-87.679374655,(41.975099794, -87.679374655)
5808698,HN617737,09/29/2007 12:25:00 AM,115XX S VINCENNES AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,2234,022,34,75,04A,1166002,1828256,2007,02/28/2018 03:56:25 PM,41.684308997,-87.66794751,(41.684308997, -87.66794751)
9081871,HW226606,04/09/2013 10:31:00 PM,021XX W GRANVILLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2413,024,50,2,18,1161118,1941154,2013,02/10/2018 03:50:01 PM,41.99421553,-87.682695783,(41.99421553, -87.682695783)
3339197,HK380999,05/22/2004 12:30:00 PM,064XX W MC LEAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2512,025,36,19,14,1133342,1912692,2004,02/28/2018 03:56:25 PM,41.916646488,-87.785538593,(41.916646488, -87.785538593)
8164809,HT397767,07/15/2011 12:40:00 AM,044XX N FRANCISCO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1724,017,33,14,08B,1156250,1929278,2011,02/10/2018 03:50:01 PM,41.961727274,-87.700924956,(41.961727274, -87.700924956)
5350741,HN199849,02/28/2007 09:00:00 AM,081XX S ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0614,006,21,71,05,1167087,1850840,2007,02/28/2018 03:56:25 PM,41.746259974,-87.663332294,(41.746259974, -87.663332294)
8029696,HT260640,04/21/2011 06:30:00 PM,012XX W WASHINGTON BLVD,0810,THEFT,OVER $500,STREET,false,false,1212,012,27,28,06,1167856,1900657,2011,02/10/2018 03:50:01 PM,41.882946699,-87.659082235,(41.882946699, -87.659082235)
10171251,HY359059,07/28/2015 01:04:00 PM,034XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1021,010,24,29,08B,1153508,1893074,2015,02/10/2018 03:50:01 PM,41.862435382,-87.711970441,(41.862435382, -87.711970441)
9985947,HY175878,03/07/2015 11:30:00 PM,024XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1431,014,1,22,06,1159558,1915877,2015,02/10/2018 03:50:01 PM,41.924886465,-87.689133141,(41.924886465, -87.689133141)
3441632,HK506127,07/17/2004 02:00:00 PM,102XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0511,005,9,49,06,1180388,1837131,2004,02/28/2018 03:56:25 PM,41.708346255,-87.615013906,(41.708346255, -87.615013906)
3662327,HK757372,11/17/2004 04:30:00 PM,121XX S UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,34,53,05,1173845,1824365,2004,02/28/2018 03:56:25 PM,41.673461655,-87.639351356,(41.673461655, -87.639351356)
10651156,HZ401403,08/21/2016 01:30:00 AM,019XX N HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,false,false,1813,018,43,7,11,1170650,1913120,2016,02/10/2018 03:50:01 PM,41.917085222,-87.648457263,(41.917085222, -87.648457263)
10786159,HZ554614,12/17/2016 01:29:00 AM,017XX W ALBION AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2432,024,40,1,08A,1163638,1943893,2016,02/10/2018 03:50:01 PM,42.001678506,-87.673348489,(42.001678506, -87.673348489)
9189786,HW334728,06/21/2013 03:30:00 PM,021XX E 73RD ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0333,003,5,43,03,1191974,1856987,2013,02/10/2018 03:50:01 PM,41.762559911,-87.571942542,(41.762559911, -87.571942542)
6054959,HP156667,02/02/2008 11:40:00 PM,021XX N BINGHAM ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1431,014,1,22,14,1158512,1913802,2008,02/10/2018 03:50:01 PM,41.919214011,-87.69303355,(41.919214011, -87.69303355)
4011052,HL368311,05/20/2005 05:00:00 PM,025XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1931,019,32,7,06,1163883,1917044,2005,02/28/2018 03:56:25 PM,41.927998524,-87.673208159,(41.927998524, -87.673208159)
9327479,HW469041,09/27/2013 07:05:00 AM,074XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0323,003,6,69,08B,1182180,1855888,2013,02/10/2018 03:50:01 PM,41.759776423,-87.607872562,(41.759776423, -87.607872562)
1592799,G354419,06/18/2001 02:21:34 PM,092XX S WALLACE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,2223,022,,,18,1173878,1843843,2001,08/17/2015 03:03:40 PM,41.726911481,-87.638655543,(41.726911481, -87.638655543)
9991019,HY173946,03/06/2015 12:40:00 PM,0000X W K9 ST,0810,THEFT,OVER $500,AIRPORT EXTERIOR - SECURE AREA,false,false,1653,016,41,76,06,1102552,1933768,2015,02/10/2018 03:50:01 PM,41.974966251,-87.898270808,(41.974966251, -87.898270808)
3031655,HJ739835,11/05/2003 12:01:00 AM,046XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1722,017,45,16,08B,1145624,1930467,2003,02/10/2018 03:50:01 PM,41.965198538,-87.739962194,(41.965198538, -87.739962194)
8566982,HV241779,04/14/2012 12:15:00 PM,023XX N NEVA AVE,5008,OTHER OFFENSE,FIREARM REGISTRATION VIOLATION,OTHER,true,false,2512,025,36,18,26,1128195,1915058,2012,02/04/2016 06:33:39 AM,41.923227755,-87.804395325,(41.923227755, -87.804395325)
7026914,HR432447,07/16/2009 05:39:00 PM,085XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0632,006,6,44,18,1180402,1848557,2009,02/10/2018 03:50:01 PM,41.739700299,-87.614613294,(41.739700299, -87.614613294)
5220947,HM798049,12/28/2006 01:13:41 PM,014XX W WASHBURNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,true,false,1231,012,2,28,18,1166791,1894472,2006,02/28/2018 03:56:25 PM,41.865997456,-87.663170272,(41.865997456, -87.663170272)
1879095,G727168,12/04/2001 04:15:17 PM,027XX W HADDON AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,CHA PARKING LOT/GROUNDS,true,false,1311,012,,,07,1157759,1907563,2001,08/17/2015 03:03:40 PM,41.902109084,-87.695970508,(41.902109084, -87.695970508)
5102177,HM548879,08/19/2006 12:05:00 AM,019XX N SPRINGFIELD AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,RESIDENCE,true,false,2535,025,30,20,16,1150068,1912706,2006,02/10/2018 03:50:01 PM,41.916375298,-87.724086642,(41.916375298, -87.724086642)
10445433,HZ183939,03/11/2016 11:41:00 PM,051XX S OAKLEY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0932,009,16,63,15,1161900,1870757,2016,02/10/2018 03:50:01 PM,41.801024254,-87.681785806,(41.801024254, -87.681785806)
7400553,HS202143,03/11/2010 09:15:00 AM,061XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0313,003,20,42,08A,1182619,1864486,2010,02/10/2018 03:50:01 PM,41.783359993,-87.605997156,(41.783359993, -87.605997156)
4840591,HM450919,07/02/2006 09:24:54 PM,016XX W COLUMBIA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,2432,024,49,1,26,1164162,1944894,2006,02/28/2018 03:56:25 PM,42.004414173,-87.671392299,(42.004414173, -87.671392299)
3556584,HK639680,09/22/2004 03:06:00 AM,063XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0823,008,15,66,08B,1157807,1862408,2004,02/28/2018 03:56:25 PM,41.778197589,-87.697022967,(41.778197589, -87.697022967)
3376471,HK424018,06/11/2004 02:45:00 PM,060XX S COTTAGE GROVE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,GAS STATION,true,false,2133,002,20,42,04A,1182602,1865203,2004,02/28/2018 03:56:25 PM,41.7853279,-87.606037247,(41.7853279, -87.606037247)
3842620,HL216112,03/04/2005 01:30:00 PM,053XX W DRUMMOND PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,2514,025,31,19,26,1140293,1917107,2005,02/28/2018 03:56:25 PM,41.92863705,-87.759891923,(41.92863705, -87.759891923)
11011173,JA340972,07/09/2017 02:13:00 PM,003XX E GRAND AVE,0810,THEFT,OVER $500,STREET,false,false,1834,018,42,8,06,1179034,1903990,2017,02/10/2018 03:50:01 PM,41.891844284,-87.617934548,(41.891844284, -87.617934548)
8143600,HT377877,07/03/2011 04:10:00 AM,033XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1124,011,28,27,14,1154192,1899339,2011,02/10/2018 03:50:01 PM,41.879613601,-87.709292358,(41.879613601, -87.709292358)
9231173,HW377297,07/17/2013 08:41:00 PM,013XX N LOREL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,2532,025,37,25,26,1140394,1908395,2013,02/10/2018 03:50:01 PM,41.904728506,-87.759734893,(41.904728506, -87.759734893)
2592168,HJ187997,02/17/2003 02:00:00 AM,035XX W 58TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0822,008,14,63,08B,1153879,1865599,2003,02/28/2018 03:56:25 PM,41.78703303,-87.711338706,(41.78703303, -87.711338706)
4896076,HM368546,05/23/2006 05:10:36 PM,001XX N WALLER AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1512,015,29,25,19,1138139,1900416,2006,02/28/2018 03:56:25 PM,41.882874207,-87.768211339,(41.882874207, -87.768211339)
2932966,HJ577366,08/21/2003 04:15:00 PM,029XX W TAYLOR ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1135,011,28,27,18,1156938,1895567,2003,02/10/2018 03:50:01 PM,41.869207622,-87.699311719,(41.869207622, -87.699311719)
1896873,G748868,12/14/2001 08:15:00 PM,025XX E 76 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0421,004,,,14,1194779,1855109,2001,08/17/2015 03:03:40 PM,41.757337949,-87.561723737,(41.757337949, -87.561723737)
5253438,HN125433,01/15/2007 03:10:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0122,001,42,32,06,1176352,1900927,2007,02/28/2018 03:56:25 PM,41.883500187,-87.627876698,(41.883500187, -87.627876698)
2761784,HJ364804,05/15/2003 11:50:00 AM,011XX N DEARBORN ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,true,false,1824,018,42,8,18,1175722,1908184,2003,02/28/2018 03:56:25 PM,41.903427962,-87.629971628,(41.903427962, -87.629971628)
6516038,HP588093,09/17/2008 01:46:00 PM,024XX N MILWAUKEE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,false,false,1414,014,35,22,10,1156416,1915876,2008,02/28/2018 03:56:25 PM,41.924947914,-87.700678316,(41.924947914, -87.700678316)
3663416,HK761988,11/20/2004 12:33:00 AM,029XX N ALLEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1412,014,35,21,14,1152629,1919382,2004,02/10/2018 03:50:01 PM,41.934644492,-87.714500557,(41.934644492, -87.714500557)
7759175,HS567433,10/16/2010 12:05:00 PM,065XX N KENMORE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,"SCHOOL, PRIVATE, GROUNDS",false,false,2432,024,49,1,03,1167911,1943614,2010,02/10/2018 03:50:01 PM,42.000821468,-87.657636876,(42.000821468, -87.657636876)
5864175,HN664220,10/22/2007 10:47:28 PM,088XX S INDIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0632,006,6,44,18,1179136,1846522,2007,02/28/2018 03:56:25 PM,41.734144934,-87.619313551,(41.734144934, -87.619313551)
2297524,HH582975,08/15/2002 06:00:00 PM,097XX S CHARLES ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2213,022,19,72,06,1167257,1840501,2002,02/28/2018 03:56:25 PM,41.717884589,-87.663004422,(41.717884589, -87.663004422)
8032513,HT264454,04/24/2011 06:00:00 PM,022XX S AVERS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1013,010,22,30,07,1151062,1888729,2011,02/10/2018 03:50:01 PM,41.850560408,-87.721063187,(41.850560408, -87.721063187)
6206465,HP294998,04/22/2008 06:20:00 PM,040XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0925,009,3,37,08B,1175603,1878098,2008,02/10/2018 03:50:01 PM,41.820872616,-87.631312393,(41.820872616, -87.631312393)
2970227,HJ661343,09/11/2003 05:20:00 PM,077XX S EAST END AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0414,004,8,43,10,1188882,1853919,2003,02/10/2018 03:50:01 PM,41.75421559,-87.583373033,(41.75421559, -87.583373033)
3428607,HK492113,07/13/2004 04:58:00 AM,078XX S SAGINAW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0421,004,7,43,05,1195281,1853502,2004,02/10/2018 03:50:01 PM,41.75291585,-87.559936962,(41.75291585, -87.559936962)
3281706,HK312265,04/19/2004 08:20:00 PM,025XX W BERWYN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2011,020,40,4,08A,1158306,1935108,2004,02/28/2018 03:56:25 PM,41.977683205,-87.693205772,(41.977683205, -87.693205772)
3072937,HJ795321,11/24/2003 12:00:00 PM,031XX W 85TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0835,008,18,70,26,1156956,1848070,2003,02/28/2018 03:56:25 PM,41.738869113,-87.700529451,(41.738869113, -87.700529451)
8943414,HV615600,12/19/2012 08:33:00 PM,0000X S STATE ST,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,0112,001,42,32,06,1176389,1900278,2012,02/10/2018 03:50:01 PM,41.88171846,-87.627760426,(41.88171846, -87.627760426)
5770862,HN572192,09/05/2007 11:20:00 PM,015XX N CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2533,025,37,25,16,1144100,1909857,2007,02/28/2018 03:56:25 PM,41.908671585,-87.746084737,(41.908671585, -87.746084737)
10322587,HY512346,11/23/2015 02:30:00 PM,011XX W 66TH ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0724,007,17,68,08A,1169680,1861029,2015,02/10/2018 03:50:01 PM,41.774164116,-87.653535923,(41.774164116, -87.653535923)
11242454,JB167730,02/20/2018 12:00:00 PM,050XX N TROY ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,false,false,1713,017,33,14,10,1154464,1933355,2018,05/04/2018 03:51:04 PM,41.972950789,-87.707381817,(41.972950789, -87.707381817)
1358666,G035337,01/17/2001 01:43:00 PM,049XX W HURON ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1532,015,,,18,1143055,1904144,2001,08/17/2015 03:03:40 PM,41.893014033,-87.750066298,(41.893014033, -87.750066298)
9983484,HY173043,03/04/2015 11:00:00 AM,063XX S HALSTED ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COLLEGE/UNIVERSITY GROUNDS,false,false,0723,007,20,68,26,1172055,1862918,2015,02/10/2018 03:50:01 PM,41.779295906,-87.644774188,(41.779295906, -87.644774188)
3489551,HK561265,08/14/2004 06:00:00 PM,002XX N PARKSIDE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1512,015,29,25,06,1138552,1901156,2004,02/28/2018 03:56:25 PM,41.88489739,-87.766676821,(41.88489739, -87.766676821)
2187564,HH447392,06/12/2002 12:00:00 AM,035XX N SOUTHPORT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1923,019,44,6,14,1166346,1923429,2002,02/10/2018 03:50:01 PM,41.945466899,-87.663974392,(41.945466899, -87.663974392)
7463504,HS265411,04/14/2010 12:30:00 PM,007XX E 79TH ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0624,006,6,44,10,1182442,1852785,2010,02/10/2018 03:50:01 PM,41.751255399,-87.607008355,(41.751255399, -87.607008355)
1336665,G030918,01/15/2001 11:40:56 AM,033XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,false,true,1124,011,,,14,1153963,1898832,2001,08/17/2015 03:03:40 PM,41.878226907,-87.710146734,(41.878226907, -87.710146734)
2502414,HH840445,12/14/2002 10:45:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1811,018,32,7,06,1164140,1915989,2002,02/28/2018 03:56:25 PM,41.925098106,-87.672293669,(41.925098106, -87.672293669)
6607582,HP677151,11/11/2008 10:05:00 AM,067XX N HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2432,024,49,1,08B,1163451,1945014,2008,02/28/2018 03:56:25 PM,42.004758511,-87.674004677,(42.004758511, -87.674004677)
4459423,HL756492,11/25/2005 11:00:00 PM,030XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0831,008,15,66,14,1157453,1860051,2005,02/10/2018 03:50:01 PM,41.771736814,-87.698384554,(41.771736814, -87.698384554)
5467888,HN292769,04/12/2007 06:00:00 PM,068XX W RAVEN ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,1611,016,41,10,26,1129757,1940456,2007,02/28/2018 03:56:25 PM,41.992896043,-87.798072954,(41.992896043, -87.798072954)
7600217,HS405126,07/11/2010 10:00:00 AM,028XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1414,014,35,22,06,1157222,1915830,2010,02/10/2018 03:50:01 PM,41.92480533,-87.697717952,(41.92480533, -87.697717952)
3448388,HK516071,07/21/2004 06:45:00 AM,003XX S WELLS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0112,001,2,32,06,1174780,1898776,2004,02/28/2018 03:56:25 PM,41.877633028,-87.633713529,(41.877633028, -87.633713529)
3171363,HK173410,02/09/2004 01:15:00 PM,051XX W CHICAGO AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,false,false,1531,015,37,25,03,1141741,1904839,2004,02/28/2018 03:56:25 PM,41.894945606,-87.754874977,(41.894945606, -87.754874977)
